documento,numero,fecha,grupo1,tipo,pedido,numpedido
18003236,1405.13,16/05/18,PACO REINA,Factura,Pedido,19826
18009396,5655.47,20/12/18,PACO REINA,Factura,Pedido,16621
18009397,71.15,20/12/18,PACO REINA,Factura,Pedido,20070
18009398,1050.34,20/12/18,PACO REINA,Factura,Pedido,20060
18009399,762.53,20/12/18,PACO REINA,Factura,Pedido,19826
18009400,79.01,20/12/18,PACO REINA,Factura,Pedido,20146
18009401,3.46,20/12/18,PACO REINA,Factura,Pedido,20309
18000578,25.98,31/01/18,PACO REINA,Factura,Pedido,16621
18000577,1056.87,31/01/18,PACO REINA,Factura,Pedido,19826
18000576,1112.92,30/01/18,PACO REINA,Factura,Pedido,20112
18000575,49.01,30/01/18,PACO REINA,Factura,Pedido,20146
18000574,458.43,30/01/18,PACO REINA,Factura,Pedido,20060
18000573,506.23,30/01/18,PACO REINA,Factura,Pedido,16621
18003235,411.50,16/05/18,PACO REINA,Factura,Pedido,20060
18003841,381.94,06/06/18,PACO REINA,Factura,Pedido,20146
18003842,1346.96,06/06/18,PACO REINA,Factura,Pedido,16621
18003843,0.01,06/06/18,PACO REINA,Factura,Pedido,19826
18003844,1919.49,06/06/18,PACO REINA,Factura,Pedido,19826
18007122,12.56,27/09/18,PACO REINA,Factura,Pedido,16621
18003845,1095.26,06/06/18,PACO REINA,Factura,Pedido,20309
18003846,351.97,06/06/18,PACO REINA,Factura,Pedido,20070
18003847,30.85,06/06/18,PACO REINA,Factura,Pedido,20070
18003848,0.00,06/06/18,PACO REINA,Factura,Pedido,20146
18003850,19.94,06/06/18,PACO REINA,Factura,Pedido,20060
18002131,1296.13,04/04/18,PACO REINA,Factura,Pedido,19826
18008565,170.00,15/11/18,PACO REINA,Factura,Pedido,19826
18007130,611.75,04/10/18,PACO REINA,Factura,Pedido,16621
18007131,0.00,04/10/18,PACO REINA,Factura,Pedido,19826
18007132,20.32,04/10/18,PACO REINA,Factura,Pedido,20060
18008564,37.20,15/11/18,PACO REINA,Factura,Pedido,19966
18002130,1772.14,04/04/18,PACO REINA,Factura,Pedido,20060
18002129,3609.57,04/04/18,PACO REINA,Factura,Pedido,16621
18004026,0.01,13/06/18,PACO REINA,Factura,Pedido,20060
18003853,1056.41,07/06/18,PACO REINA,Factura,Pedido,19966
18004848,626.20,11/07/18,PACO REINA,Factura,Pedido,20060
18004847,1231.81,11/07/18,PACO REINA,Factura,Pedido,20179
18004846,118.17,11/07/18,PACO REINA,Factura,Pedido,16621
18004845,1797.08,11/07/18,PACO REINA,Factura,Pedido,20146
18004844,1144.74,11/07/18,PACO REINA,Factura,Pedido,19826
18003064,1029.08,08/05/18,PACO REINA,Factura,Pedido,20060
18002895,52.74,26/04/18,PACO REINA,Factura,Pedido,16621
18002899,756.47,02/05/18,PACO REINA,Factura,Pedido,19966
18002108,62.07,26/03/18,PACO REINA,Factura,Pedido,19966
18007753,1013.31,24/10/18,PACO REINA,Factura,Pedido,20060
18008356,337.50,08/11/18,PACO REINA,Factura,Pedido,19966
18002708,818.13,24/04/18,PACO REINA,Factura,Pedido,20060
18002709,85.25,24/04/18,PACO REINA,Factura,Pedido,20146
18002711,657.04,24/04/18,PACO REINA,Factura,Pedido,19826
18002712,2060.03,24/04/18,PACO REINA,Factura,Pedido,16621
18008364,11.21,14/11/18,PACO REINA,Factura,Pedido,20309
18002714,145.54,25/04/18,PACO REINA,Factura,Pedido,20060
18002715,56.65,25/04/18,PACO REINA,Factura,Pedido,19826
18002716,269.84,25/04/18,PACO REINA,Factura,Pedido,16621
18008365,22.56,14/11/18,PACO REINA,Factura,Pedido,20146
18008003,97.48,31/10/18,PACO REINA,Factura,Pedido,19966
18007997,3336.20,31/10/18,PACO REINA,Factura,Pedido,19966
18007982,28.35,30/10/18,PACO REINA,Factura,Pedido,20179
18007981,106.24,30/10/18,PACO REINA,Factura,Pedido,19826
18007980,236.21,30/10/18,PACO REINA,Factura,Pedido,16621
18007979,181.42,30/10/18,PACO REINA,Factura,Pedido,20060
18008366,2228.99,14/11/18,PACO REINA,Factura,Pedido,19826
18008367,1751.53,14/11/18,PACO REINA,Factura,Pedido,16621
18008368,78.24,14/11/18,PACO REINA,Factura,Pedido,20060
18008369,468.03,14/11/18,PACO REINA,Factura,Pedido,20179
18001898,288.93,19/03/18,PACO REINA,Factura,Pedido,20060
18001899,181.96,19/03/18,PACO REINA,Factura,Pedido,19826
18001900,504.06,19/03/18,PACO REINA,Factura,Pedido,16621
18001901,100.92,19/03/18,PACO REINA,Factura,Pedido,20179
18001902,342.45,19/03/18,PACO REINA,Factura,Pedido,20112
18007968,44.26,25/10/18,PACO REINA,Factura,Pedido,16621
18003839,2494.89,06/06/18,PACO REINA,Factura,Pedido,20060
18003840,1174.24,06/06/18,PACO REINA,Factura,Pedido,20179
18005622,99.72,08/08/18,PACO REINA,Factura,Pedido,20146
18005621,73.95,08/08/18,PACO REINA,Factura,Pedido,20070
18005620,388.95,08/08/18,PACO REINA,Factura,Pedido,20161
18005618,783.37,08/08/18,PACO REINA,Factura,Pedido,20060
18005617,1141.39,08/08/18,PACO REINA,Factura,Pedido,19826
18005616,0.00,03/08/18,PACO REINA,Factura,Pedido,19966
18005968,2271.91,22/08/18,PACO REINA,Factura,Pedido,16621
18005969,50.78,22/08/18,PACO REINA,Factura,Pedido,20146
18005970,1006.91,22/08/18,PACO REINA,Factura,Pedido,19826
18000087,1479.05,09/01/18,PACO REINA,Factura,Pedido,16621
18000086,338.55,09/01/18,PACO REINA,Factura,Pedido,20060
18005971,2626.11,22/08/18,PACO REINA,Factura,Pedido,20070
18005972,0.01,22/08/18,PACO REINA,Factura,Pedido,20179
18005227,2306.46,23/07/18,PACO REINA,Factura,Pedido,19966
18005228,25.02,23/07/18,PACO REINA,Factura,Pedido,19966
18000084,79.60,09/01/18,PACO REINA,Factura,Pedido,19826
18000083,31.88,09/01/18,PACO REINA,Factura,Pedido,20146
18008788,196.33,28/11/18,PACO REINA,Factura,Pedido,20070
18008789,770.01,28/11/18,PACO REINA,Factura,Pedido,16621
18008791,1653.61,28/11/18,PACO REINA,Factura,Pedido,19826
18008792,14.58,28/11/18,PACO REINA,Factura,Pedido,20060
18001699,410.63,08/03/18,PACO REINA,Factura,Pedido,19826
18004629,227.50,28/06/18,PACO REINA,Factura,Pedido,19966
18006139,49.91,24/08/18,PACO REINA,Factura,Pedido,20161
18006140,626.20,24/08/18,PACO REINA,Factura,Pedido,20060
18006141,270.91,28/08/18,PACO REINA,Factura,Pedido,16621
18006142,125.40,28/08/18,PACO REINA,Factura,Pedido,20179
18006143,386.01,28/08/18,PACO REINA,Factura,Pedido,19826
18001341,1138.90,26/02/18,PACO REINA,Factura,Pedido,20112
18006145,1191.35,30/08/18,PACO REINA,Factura,Pedido,19966
18000922,2306.23,08/02/18,PACO CANTERO,Factura,Pedido,16994
18000923,303.30,08/02/18,PACO CANTERO,Factura,Pedido,16527
18000744,1119.61,01/02/18,PACO CANTERO,Factura,Pedido,20257
18000728,171.79,01/02/18,PACO CANTERO,Factura,Pedido,20169
18000924,3460.75,08/02/18,PACO CANTERO,Factura,Pedido,20113
18000925,1667.02,08/02/18,PACO CANTERO,Factura,Pedido,18354
18000926,1366.06,08/02/18,PACO CANTERO,Factura,Pedido,20068
18000927,497.76,08/02/18,PACO CANTERO,Factura,Pedido,18009
18000928,606.12,08/02/18,PACO CANTERO,Factura,Pedido,18853
18000929,120.62,08/02/18,PACO CANTERO,Factura,Pedido,20415
18000930,13.07,08/02/18,PACO CANTERO,Factura,Pedido,19990
18000931,174.08,08/02/18,PACO CANTERO,Factura,Pedido,17055
18000932,110.20,08/02/18,PACO CANTERO,Factura,Pedido,20064
18000933,167.66,08/02/18,PACO CANTERO,Factura,Pedido,16383
18000934,55.57,08/02/18,PACO CANTERO,Factura,Pedido,19878
18001506,2520.38,05/03/18,PACO CANTERO,Factura,Pedido,19778
18000935,211.09,08/02/18,PACO CANTERO,Factura,Pedido,20531
18000936,146.26,08/02/18,PACO CANTERO,Factura,Pedido,18095
18002098,10.80,22/03/18,PACO CANTERO,Factura,Pedido,17803
18000937,44.05,08/02/18,PACO CANTERO,Factura,Pedido,17803
18000938,885.50,08/02/18,PACO CANTERO,Factura,Pedido,20257
18000727,311.62,01/02/18,PACO CANTERO,Factura,Pedido,20067
18001507,535.48,05/03/18,PACO CANTERO,Factura,Pedido,20067
18000726,426.38,01/02/18,PACO CANTERO,Factura,Pedido,19778
18000725,90.68,01/02/18,PACO CANTERO,Factura,Pedido,16164
18002097,398.07,22/03/18,PACO CANTERO,Factura,Pedido,20531
18000742,16.18,01/02/18,PACO CANTERO,Factura,Pedido,20684
18000741,44.05,01/02/18,PACO CANTERO,Factura,Pedido,20152
18000740,534.23,01/02/18,PACO CANTERO,Factura,Pedido,18095
18000739,202.87,01/02/18,PACO CANTERO,Factura,Pedido,19878
18002096,242.87,22/03/18,PACO CANTERO,Factura,Pedido,19878
18002095,1104.39,22/03/18,PACO CANTERO,Factura,Pedido,17055
18000746,55.78,01/02/18,PACO CANTERO,Factura,Pedido,19926
18002094,186.19,22/03/18,PACO CANTERO,Factura,Pedido,19990
18002093,496.26,22/03/18,PACO CANTERO,Factura,Pedido,18009
18001505,39.25,05/03/18,PACO CANTERO,Factura,Pedido,16164
18000745,425.80,01/02/18,PACO CANTERO,Factura,Pedido,20010
18000738,101.64,01/02/18,PACO CANTERO,Factura,Pedido,16383
18000737,193.17,01/02/18,PACO CANTERO,Factura,Pedido,17055
18000743,136.76,01/02/18,PACO CANTERO,Factura,Pedido,17803
18000736,454.43,01/02/18,PACO CANTERO,Factura,Pedido,19990
18000735,71.17,01/02/18,PACO CANTERO,Factura,Pedido,20415
18000734,506.20,01/02/18,PACO CANTERO,Factura,Pedido,18009
18000919,1344.72,08/02/18,PACO CANTERO,Factura,Pedido,19778
18000733,1496.85,01/02/18,PACO CANTERO,Factura,Pedido,20068
18000732,485.53,01/02/18,PACO CANTERO,Factura,Pedido,18354
18000731,173.30,01/02/18,PACO CANTERO,Factura,Pedido,20082
18000730,697.18,01/02/18,PACO CANTERO,Factura,Pedido,20113
18000920,697.77,08/02/18,PACO CANTERO,Factura,Pedido,20067
18000729,483.63,01/02/18,PACO CANTERO,Factura,Pedido,18368
18007826,734.32,25/10/18,PACO CANTERO,Factura,Pedido,19778
18000921,12.72,08/02/18,PACO CANTERO,Factura,Pedido,20016
18000948,4094.69,12/02/18,PACO CANTERO,Factura,Pedido,20311
18002101,2966.84,22/03/18,PACO CANTERO,Factura,Pedido,20257
18002102,4794.53,22/03/18,PACO CANTERO,Factura,Pedido,20311
18009190,86.84,05/12/18,PACO CANTERO,Factura,Pedido,19778
18009189,2107.95,05/12/18,PACO CANTERO,Factura,Pedido,19778
18009188,596.17,05/12/18,PACO CANTERO,Factura,Pedido,19926
18009187,1272.70,05/12/18,PACO CANTERO,Factura,Pedido,20010
18009186,1345.21,05/12/18,PACO CANTERO,Factura,Pedido,20257
18009185,81.10,05/12/18,PACO CANTERO,Factura,Pedido,20565
18009184,154.25,05/12/18,PACO CANTERO,Factura,Pedido,17803
18009183,359.95,05/12/18,PACO CANTERO,Factura,Pedido,20152
18009182,17.73,05/12/18,PACO CANTERO,Factura,Pedido,20531
18009181,348.55,05/12/18,PACO CANTERO,Factura,Pedido,19878
18008774,182.91,22/11/18,PACO CANTERO,Factura,Pedido,19778
18009180,462.46,05/12/18,PACO CANTERO,Factura,Pedido,16383
18009179,700.83,05/12/18,PACO CANTERO,Factura,Pedido,18853
18008773,188.58,22/11/18,PACO CANTERO,Factura,Pedido,19778
18009178,3073.08,05/12/18,PACO CANTERO,Factura,Pedido,18009
18009177,327.32,05/12/18,PACO CANTERO,Factura,Pedido,20068
18009176,1398.85,05/12/18,PACO CANTERO,Factura,Pedido,18354
18009175,44.89,05/12/18,PACO CANTERO,Factura,Pedido,20113
18009174,17.71,05/12/18,PACO CANTERO,Factura,Pedido,16527
18009173,313.12,05/12/18,PACO CANTERO,Factura,Pedido,16994
18009172,591.58,05/12/18,PACO CANTERO,Factura,Pedido,20067
18009171,2361.82,05/12/18,PACO CANTERO,Factura,Pedido,20747
18009170,86.42,05/12/18,PACO CANTERO,Factura,Pedido,16164
18003058,21.60,03/05/18,PACO CANTERO,Factura,Pedido,19782
18003057,68.40,03/05/18,PACO CANTERO,Factura,Pedido,16211
18003056,435.52,03/05/18,PACO CANTERO,Factura,Pedido,19926
18003055,2754.86,03/05/18,PACO CANTERO,Factura,Pedido,20257
18003054,256.86,03/05/18,PACO CANTERO,Factura,Pedido,20547
18003053,14.07,03/05/18,PACO CANTERO,Factura,Pedido,17803
18002332,93.12,05/04/18,PACO CANTERO,Factura,Pedido,20010
18005393,112.02,26/07/18,PACO CANTERO,Factura,Pedido,16164
18005394,616.02,26/07/18,PACO CANTERO,Factura,Pedido,19778
18005395,2092.69,26/07/18,PACO CANTERO,Factura,Pedido,20067
18005396,185.04,26/07/18,PACO CANTERO,Factura,Pedido,20169
18003412,1885.72,17/05/18,PACO CANTERO,Factura,Pedido,19778
18003413,675.82,17/05/18,PACO CANTERO,Factura,Pedido,20067
18003414,90.97,17/05/18,PACO CANTERO,Factura,Pedido,20169
18003415,470.55,17/05/18,PACO CANTERO,Factura,Pedido,16994
18003416,15.23,17/05/18,PACO CANTERO,Factura,Pedido,16527
18003417,2233.49,17/05/18,PACO CANTERO,Factura,Pedido,20113
18003418,730.66,17/05/18,PACO CANTERO,Factura,Pedido,18354
18003419,934.61,17/05/18,PACO CANTERO,Factura,Pedido,18009
18003420,140.17,17/05/18,PACO CANTERO,Factura,Pedido,20017
18003421,123.91,17/05/18,PACO CANTERO,Factura,Pedido,20415
18003422,106.52,17/05/18,PACO CANTERO,Factura,Pedido,17055
18002100,171.10,22/03/18,PACO CANTERO,Factura,Pedido,20565
18002099,132.18,22/03/18,PACO CANTERO,Factura,Pedido,20547
18003431,160.83,17/05/18,PACO CANTERO,Factura,Pedido,19926
18000944,35.96,08/02/18,PACO CANTERO,Factura,Pedido,19735
18000943,453.92,08/02/18,PACO CANTERO,Factura,Pedido,19782
18000942,55.71,08/02/18,PACO CANTERO,Factura,Pedido,19030
18000941,165.17,08/02/18,PACO CANTERO,Factura,Pedido,16211
18003430,118.50,17/05/18,PACO CANTERO,Factura,Pedido,20010
18003429,1428.31,17/05/18,PACO CANTERO,Factura,Pedido,20257
18003428,1190.93,17/05/18,PACO CANTERO,Factura,Pedido,20565
18003427,8.25,17/05/18,PACO CANTERO,Factura,Pedido,17803
18003426,1430.79,17/05/18,PACO CANTERO,Factura,Pedido,19663
18003425,1104.40,17/05/18,PACO CANTERO,Factura,Pedido,18095
18000940,2598.65,08/02/18,PACO CANTERO,Factura,Pedido,19926
18000939,14.43,08/02/18,PACO CANTERO,Factura,Pedido,20010
18003424,423.54,17/05/18,PACO CANTERO,Factura,Pedido,20531
18003423,1625.19,17/05/18,PACO CANTERO,Factura,Pedido,19878
18003225,315.42,10/05/18,PACO CANTERO,Factura,Pedido,20531
18003224,55.02,10/05/18,PACO CANTERO,Factura,Pedido,19878
18003223,45.98,10/05/18,PACO CANTERO,Factura,Pedido,16383
18003222,21.60,10/05/18,PACO CANTERO,Factura,Pedido,17055
18003221,224.14,10/05/18,PACO CANTERO,Factura,Pedido,18009
18003220,248.85,10/05/18,PACO CANTERO,Factura,Pedido,20068
18003219,85.02,10/05/18,PACO CANTERO,Factura,Pedido,18354
18003218,605.82,10/05/18,PACO CANTERO,Factura,Pedido,20113
18003217,612.77,10/05/18,PACO CANTERO,Factura,Pedido,16527
18003216,707.06,10/05/18,PACO CANTERO,Factura,Pedido,20169
18003215,2068.27,10/05/18,PACO CANTERO,Factura,Pedido,19778
18005019,383.85,12/07/18,PACO CANTERO,Factura,Pedido,18354
18005018,263.87,12/07/18,PACO CANTERO,Factura,Pedido,20113
18005017,64.92,12/07/18,PACO CANTERO,Factura,Pedido,16994
18005016,89.93,12/07/18,PACO CANTERO,Factura,Pedido,20169
18005015,2314.96,12/07/18,PACO CANTERO,Factura,Pedido,20067
18005014,1280.79,12/07/18,PACO CANTERO,Factura,Pedido,19778
18001525,124.09,05/03/18,PACO CANTERO,Factura,Pedido,19926
18001524,48.10,05/03/18,PACO CANTERO,Factura,Pedido,20010
18001523,4620.88,05/03/18,PACO CANTERO,Factura,Pedido,20257
18001522,10.80,05/03/18,PACO CANTERO,Factura,Pedido,17803
18006500,304.24,06/09/18,PACO CANTERO,Factura,Pedido,20565
18006499,96.65,06/09/18,PACO CANTERO,Factura,Pedido,20684
18005013,42.09,12/07/18,PACO CANTERO,Factura,Pedido,16164
18005012,7.83,12/07/18,PACO CANTERO,Factura,Pedido,20584
18006498,492.01,06/09/18,PACO CANTERO,Factura,Pedido,20152
18006497,129.20,06/09/18,PACO CANTERO,Factura,Pedido,18095
18009192,1209.91,05/12/18,PACO CANTERO,Factura,Pedido,19778
18009191,35.34,05/12/18,PACO CANTERO,Factura,Pedido,19778
18006496,523.12,06/09/18,PACO CANTERO,Factura,Pedido,20531
18006495,70.62,06/09/18,PACO CANTERO,Factura,Pedido,19878
18002087,1521.10,22/03/18,PACO CANTERO,Factura,Pedido,20067
18002086,1000.64,22/03/18,PACO CANTERO,Factura,Pedido,19778
18005034,5184.98,12/07/18,PACO CANTERO,Factura,Pedido,19030
18005033,216.93,12/07/18,PACO CANTERO,Factura,Pedido,19926
18002088,2115.72,22/03/18,PACO CANTERO,Factura,Pedido,20169
18002089,29.26,22/03/18,PACO CANTERO,Factura,Pedido,16994
18002090,80.39,22/03/18,PACO CANTERO,Factura,Pedido,20113
18002091,1237.77,22/03/18,PACO CANTERO,Factura,Pedido,18354
18002092,53.26,22/03/18,PACO CANTERO,Factura,Pedido,20068
18006503,1022.21,06/09/18,PACO CANTERO,Factura,Pedido,19926
18006502,203.54,06/09/18,PACO CANTERO,Factura,Pedido,20639
18005032,25.85,12/07/18,PACO CANTERO,Factura,Pedido,20010
18006501,2832.44,06/09/18,PACO CANTERO,Factura,Pedido,20257
18005031,2305.50,12/07/18,PACO CANTERO,Factura,Pedido,20257
18005030,159.83,12/07/18,PACO CANTERO,Factura,Pedido,20565
18005029,87.15,12/07/18,PACO CANTERO,Factura,Pedido,17803
18005028,509.43,12/07/18,PACO CANTERO,Factura,Pedido,20684
18005027,332.72,12/07/18,PACO CANTERO,Factura,Pedido,20152
18005026,17.50,12/07/18,PACO CANTERO,Factura,Pedido,18095
18005025,374.48,12/07/18,PACO CANTERO,Factura,Pedido,20531
18005024,447.19,12/07/18,PACO CANTERO,Factura,Pedido,19878
18005023,412.10,12/07/18,PACO CANTERO,Factura,Pedido,16383
18005022,414.42,12/07/18,PACO CANTERO,Factura,Pedido,17055
18005021,1453.36,12/07/18,PACO CANTERO,Factura,Pedido,18009
18005020,212.65,12/07/18,PACO CANTERO,Factura,Pedido,20068
18003232,613.78,10/05/18,PACO CANTERO,Factura,Pedido,19030
18003231,177.15,10/05/18,PACO CANTERO,Factura,Pedido,16211
18003230,159.60,10/05/18,PACO CANTERO,Factura,Pedido,19926
18003229,3793.60,10/05/18,PACO CANTERO,Factura,Pedido,20257
18003228,400.53,10/05/18,PACO CANTERO,Factura,Pedido,17803
18003227,243.44,10/05/18,PACO CANTERO,Factura,Pedido,20152
18003226,38.23,10/05/18,PACO CANTERO,Factura,Pedido,18095
18007719,365.61,18/10/18,PACO CANTERO,Factura,Pedido,20531
18007720,566.78,18/10/18,PACO CANTERO,Factura,Pedido,18095
18007721,261.46,18/10/18,PACO CANTERO,Factura,Pedido,19663
18002329,16.50,05/04/18,PACO CANTERO,Factura,Pedido,17803
18007722,100.78,18/10/18,PACO CANTERO,Factura,Pedido,20152
18002330,76.30,05/04/18,PACO CANTERO,Factura,Pedido,20547
18007723,107.63,18/10/18,PACO CANTERO,Factura,Pedido,17803
18007724,807.29,18/10/18,PACO CANTERO,Factura,Pedido,20565
18002331,3952.90,05/04/18,PACO CANTERO,Factura,Pedido,20257
18007725,3023.62,18/10/18,PACO CANTERO,Factura,Pedido,20257
18007726,170.29,18/10/18,PACO CANTERO,Factura,Pedido,20010
18007727,33.53,18/10/18,PACO CANTERO,Factura,Pedido,19926
18007728,195.80,18/10/18,PACO CANTERO,Factura,Pedido,16211
18007729,191.45,18/10/18,PACO CANTERO,Factura,Pedido,19030
18002345,20.38,12/04/18,PACO CANTERO,Factura,Pedido,20017
18007731,4289.72,18/10/18,PACO CANTERO,Factura,Pedido,19778
18007732,486.87,18/10/18,PACO CANTERO,Factura,Pedido,19778
18007733,575.08,18/10/18,PACO CANTERO,Factura,Pedido,19778
18007734,354.83,18/10/18,PACO CANTERO,Factura,Pedido,19778
18007735,296.20,18/10/18,PACO CANTERO,Factura,Pedido,19778
18001515,121.56,05/03/18,PACO CANTERO,Factura,Pedido,20068
18001514,487.02,05/03/18,PACO CANTERO,Factura,Pedido,18354
18007738,313.99,22/10/18,PACO CANTERO,Factura,Pedido,19778
18001513,551.24,05/03/18,PACO CANTERO,Factura,Pedido,20113
18001512,249.13,05/03/18,PACO CANTERO,Factura,Pedido,16527
18001511,277.32,05/03/18,PACO CANTERO,Factura,Pedido,16994
18000749,47.64,01/02/18,PACO CANTERO,Factura,Pedido,19735
18001510,143.80,05/03/18,PACO CANTERO,Factura,Pedido,18368
18001509,58.28,05/03/18,PACO CANTERO,Factura,Pedido,20016
18001508,24.92,05/03/18,PACO CANTERO,Factura,Pedido,20169
18000748,966.59,01/02/18,PACO CANTERO,Factura,Pedido,19030
18000747,177.38,01/02/18,PACO CANTERO,Factura,Pedido,20311
18002085,131.89,22/03/18,PACO CANTERO,Factura,Pedido,16164
18002326,694.66,05/04/18,PACO CANTERO,Factura,Pedido,19878
18002327,470.98,05/04/18,PACO CANTERO,Factura,Pedido,20531
18006494,57.04,06/09/18,PACO CANTERO,Factura,Pedido,16383
18006493,150.00,06/09/18,PACO CANTERO,Factura,Pedido,20415
18006492,1624.19,06/09/18,PACO CANTERO,Factura,Pedido,18009
18006491,209.22,06/09/18,PACO CANTERO,Factura,Pedido,20068
18002328,115.70,05/04/18,PACO CANTERO,Factura,Pedido,18095
18006490,643.51,06/09/18,PACO CANTERO,Factura,Pedido,20113
18006489,192.00,06/09/18,PACO CANTERO,Factura,Pedido,16527
18006488,138.43,06/09/18,PACO CANTERO,Factura,Pedido,20169
18006487,1735.03,06/09/18,PACO CANTERO,Factura,Pedido,20067
18006486,228.52,06/09/18,PACO CANTERO,Factura,Pedido,19975
18006485,6450.37,06/09/18,PACO CANTERO,Factura,Pedido,19778
18006484,83.25,06/09/18,PACO CANTERO,Factura,Pedido,16164
18001521,62.23,05/03/18,PACO CANTERO,Factura,Pedido,20684
18001520,52.36,05/03/18,PACO CANTERO,Factura,Pedido,18095
18001519,353.07,05/03/18,PACO CANTERO,Factura,Pedido,20531
18001518,265.80,05/03/18,PACO CANTERO,Factura,Pedido,19878
18001517,498.18,05/03/18,PACO CANTERO,Factura,Pedido,16383
18001516,1295.18,05/03/18,PACO CANTERO,Factura,Pedido,18009
18007708,77.70,18/10/18,PACO CANTERO,Factura,Pedido,16164
18007709,330.63,18/10/18,PACO CANTERO,Factura,Pedido,20067
18007710,55.81,18/10/18,PACO CANTERO,Factura,Pedido,20016
18007711,561.98,18/10/18,PACO CANTERO,Factura,Pedido,20113
18007712,284.94,18/10/18,PACO CANTERO,Factura,Pedido,18354
18007713,138.65,18/10/18,PACO CANTERO,Factura,Pedido,20068
18007714,3382.39,18/10/18,PACO CANTERO,Factura,Pedido,18009
18007715,1838.95,18/10/18,PACO CANTERO,Factura,Pedido,17055
18007716,10.11,18/10/18,PACO CANTERO,Factura,Pedido,20064
18007717,502.28,18/10/18,PACO CANTERO,Factura,Pedido,16383
18007718,39.44,18/10/18,PACO CANTERO,Factura,Pedido,19878
18008129,961.78,31/10/18,PACO CANTERO,Factura,Pedido,20169
18008128,493.30,31/10/18,PACO CANTERO,Factura,Pedido,20067
18008127,15.91,31/10/18,PACO CANTERO,Factura,Pedido,16164
18008336,1157.20,08/11/18,PACO CANTERO,Factura,Pedido,16994
18008337,171.05,08/11/18,PACO CANTERO,Factura,Pedido,16527
18005217,332.46,19/07/18,PACO CANTERO,Factura,Pedido,20531
18005216,250.70,19/07/18,PACO CANTERO,Factura,Pedido,19878
18005215,844.96,19/07/18,PACO CANTERO,Factura,Pedido,16383
18005214,210.25,19/07/18,PACO CANTERO,Factura,Pedido,20017
18005213,1572.48,19/07/18,PACO CANTERO,Factura,Pedido,18009
18005212,40.04,19/07/18,PACO CANTERO,Factura,Pedido,20068
18005211,2283.33,19/07/18,PACO CANTERO,Factura,Pedido,18354
18005210,1782.20,19/07/18,PACO CANTERO,Factura,Pedido,20113
18006132,106.19,23/08/18,PACO CANTERO,Factura,Pedido,19782
