documento,numero,fecha,grupo1,tipo,pedido,numpedido
18006180,205.85,30/08/18,ANTONIO LIMONES,Factura,Pedido,20610
18006179,266.69,30/08/18,ANTONIO LIMONES,Factura,Pedido,20132
18006178,1006.95,30/08/18,ANTONIO LIMONES,Factura,Pedido,17018
18006177,98.12,30/08/18,ANTONIO LIMONES,Factura,Pedido,20564
18006176,2370.78,30/08/18,ANTONIO LIMONES,Factura,Pedido,20486
18006175,41.70,30/08/18,ANTONIO LIMONES,Factura,Pedido,20700
18006174,80.10,30/08/18,ANTONIO LIMONES,Factura,Pedido,20501
18006173,133.99,30/08/18,ANTONIO LIMONES,Factura,Pedido,18307
18009061,34.73,05/12/18,ANTONIO LIMONES,Factura,Pedido,20376
18009062,158.83,05/12/18,ANTONIO LIMONES,Factura,Pedido,17372
18009063,105.11,05/12/18,ANTONIO LIMONES,Factura,Pedido,20502
18009064,177.83,05/12/18,ANTONIO LIMONES,Factura,Pedido,20134
18009065,936.83,05/12/18,ANTONIO LIMONES,Factura,Pedido,20342
18009066,478.11,05/12/18,ANTONIO LIMONES,Factura,Pedido,18761
18009067,669.42,05/12/18,ANTONIO LIMONES,Factura,Pedido,20489
18009068,1103.70,05/12/18,ANTONIO LIMONES,Factura,Pedido,20489
18009069,342.15,05/12/18,ANTONIO LIMONES,Factura,Pedido,20489
18001172,226.50,22/02/18,ANTONIO LIMONES,Factura,Pedido,18294
18001171,812.20,22/02/18,ANTONIO LIMONES,Factura,Pedido,20466
18001170,418.35,22/02/18,ANTONIO LIMONES,Factura,Pedido,20514
18001169,263.76,22/02/18,ANTONIO LIMONES,Factura,Pedido,20472
18001168,136.91,22/02/18,ANTONIO LIMONES,Factura,Pedido,20461
18001167,274.82,22/02/18,ANTONIO LIMONES,Factura,Pedido,20477
18001166,1570.10,22/02/18,ANTONIO LIMONES,Factura,Pedido,19275
18001165,179.06,22/02/18,ANTONIO LIMONES,Factura,Pedido,17981
18001164,201.71,22/02/18,ANTONIO LIMONES,Factura,Pedido,18454
18001163,121.83,22/02/18,ANTONIO LIMONES,Factura,Pedido,20544
18001162,331.49,22/02/18,ANTONIO LIMONES,Factura,Pedido,18023
18001161,177.39,22/02/18,ANTONIO LIMONES,Factura,Pedido,20445
18000999,296.58,15/02/18,ANTONIO LIMONES,Factura,Pedido,19698
18000998,126.90,15/02/18,ANTONIO LIMONES,Factura,Pedido,17824
18000997,55.07,15/02/18,ANTONIO LIMONES,Factura,Pedido,20426
18000996,253.00,15/02/18,ANTONIO LIMONES,Factura,Pedido,20501
18000995,36.14,15/02/18,ANTONIO LIMONES,Factura,Pedido,20369
18000994,743.81,15/02/18,ANTONIO LIMONES,Factura,Pedido,17495
18000993,507.23,15/02/18,ANTONIO LIMONES,Factura,Pedido,20506
18000992,126.65,15/02/18,ANTONIO LIMONES,Factura,Pedido,18818
18000991,144.74,15/02/18,ANTONIO LIMONES,Factura,Pedido,17916
18000990,410.17,15/02/18,ANTONIO LIMONES,Factura,Pedido,20570
18000989,83.70,15/02/18,ANTONIO LIMONES,Factura,Pedido,20023
18000988,629.75,15/02/18,ANTONIO LIMONES,Factura,Pedido,19400
18000987,24.00,15/02/18,ANTONIO LIMONES,Factura,Pedido,20396
18000986,379.42,15/02/18,ANTONIO LIMONES,Factura,Pedido,19148
18000985,66.60,15/02/18,ANTONIO LIMONES,Factura,Pedido,20509
18000984,318.34,15/02/18,ANTONIO LIMONES,Factura,Pedido,17251
18000983,56.36,15/02/18,ANTONIO LIMONES,Factura,Pedido,20389
18000982,26.87,15/02/18,ANTONIO LIMONES,Factura,Pedido,20441
18000981,29.02,15/02/18,ANTONIO LIMONES,Factura,Pedido,19318
18000980,110.90,15/02/18,ANTONIO LIMONES,Factura,Pedido,17969
18000979,33.60,15/02/18,ANTONIO LIMONES,Factura,Pedido,19519
18006172,146.57,30/08/18,ANTONIO LIMONES,Factura,Pedido,17495
18006171,310.95,30/08/18,ANTONIO LIMONES,Factura,Pedido,20460
18006170,1265.70,30/08/18,ANTONIO LIMONES,Factura,Pedido,20023
18006169,916.49,30/08/18,ANTONIO LIMONES,Factura,Pedido,20396
18006168,316.17,30/08/18,ANTONIO LIMONES,Factura,Pedido,19148
18006167,243.53,30/08/18,ANTONIO LIMONES,Factura,Pedido,20509
18006166,836.32,30/08/18,ANTONIO LIMONES,Factura,Pedido,20389
18006165,70.14,30/08/18,ANTONIO LIMONES,Factura,Pedido,20523
18006164,41.15,30/08/18,ANTONIO LIMONES,Factura,Pedido,19318
18006163,2148.07,30/08/18,ANTONIO LIMONES,Factura,Pedido,17969
18001010,448.23,15/02/18,ANTONIO LIMONES,Factura,Pedido,20489
18001009,3246.42,15/02/18,ANTONIO LIMONES,Factura,Pedido,20489
18001008,18.02,15/02/18,ANTONIO LIMONES,Factura,Pedido,20342
18001007,2624.55,15/02/18,ANTONIO LIMONES,Factura,Pedido,20134
18001006,635.09,15/02/18,ANTONIO LIMONES,Factura,Pedido,20088
18001005,470.53,15/02/18,ANTONIO LIMONES,Factura,Pedido,20520
18001004,356.24,15/02/18,ANTONIO LIMONES,Factura,Pedido,17372
18001003,73.19,15/02/18,ANTONIO LIMONES,Factura,Pedido,20376
18001002,213.17,15/02/18,ANTONIO LIMONES,Factura,Pedido,20564
18001001,16.15,15/02/18,ANTONIO LIMONES,Factura,Pedido,17532
18001000,16.50,15/02/18,ANTONIO LIMONES,Factura,Pedido,18296
18001189,178.43,22/02/18,ANTONIO LIMONES,Factura,Pedido,20460
18001188,88.98,22/02/18,ANTONIO LIMONES,Factura,Pedido,20023
18001187,123.30,22/02/18,ANTONIO LIMONES,Factura,Pedido,20396
18001186,87.47,22/02/18,ANTONIO LIMONES,Factura,Pedido,20509
18001185,158.67,22/02/18,ANTONIO LIMONES,Factura,Pedido,17251
18001184,430.30,22/02/18,ANTONIO LIMONES,Factura,Pedido,20389
18001183,59.73,22/02/18,ANTONIO LIMONES,Factura,Pedido,20393
18001182,340.66,22/02/18,ANTONIO LIMONES,Factura,Pedido,19318
18001181,51.53,22/02/18,ANTONIO LIMONES,Factura,Pedido,17969
18001180,1088.66,22/02/18,ANTONIO LIMONES,Factura,Pedido,20484
18001179,17.13,22/02/18,ANTONIO LIMONES,Factura,Pedido,19519
18001178,73.93,22/02/18,ANTONIO LIMONES,Factura,Pedido,20555
18001177,465.18,22/02/18,ANTONIO LIMONES,Factura,Pedido,19842
18001176,566.64,22/02/18,ANTONIO LIMONES,Factura,Pedido,18954
18001175,330.55,22/02/18,ANTONIO LIMONES,Factura,Pedido,20374
18001174,224.85,22/02/18,ANTONIO LIMONES,Factura,Pedido,17698
18001173,73.98,22/02/18,ANTONIO LIMONES,Factura,Pedido,20494
18009014,476.48,05/12/18,ANTONIO LIMONES,Factura,Pedido,20364
18009015,2783.03,05/12/18,ANTONIO LIMONES,Factura,Pedido,20464
18009016,67.02,05/12/18,ANTONIO LIMONES,Factura,Pedido,20446
18009017,378.21,05/12/18,ANTONIO LIMONES,Factura,Pedido,20566
18001210,3066.85,22/02/18,ANTONIO LIMONES,Factura,Pedido,20489
18001209,263.09,22/02/18,ANTONIO LIMONES,Factura,Pedido,20489
18001208,1446.15,22/02/18,ANTONIO LIMONES,Factura,Pedido,20342
18001207,1146.87,22/02/18,ANTONIO LIMONES,Factura,Pedido,20134
18001206,858.32,22/02/18,ANTONIO LIMONES,Factura,Pedido,20088
18001205,1079.03,22/02/18,ANTONIO LIMONES,Factura,Pedido,20520
18001204,20.03,22/02/18,ANTONIO LIMONES,Factura,Pedido,20132
18001203,33.00,22/02/18,ANTONIO LIMONES,Factura,Pedido,17372
18001202,434.33,22/02/18,ANTONIO LIMONES,Factura,Pedido,20564
18001201,31.48,22/02/18,ANTONIO LIMONES,Factura,Pedido,17532
18001200,208.09,22/02/18,ANTONIO LIMONES,Factura,Pedido,20361
18001199,259.24,22/02/18,ANTONIO LIMONES,Factura,Pedido,20366
18001198,1329.00,22/02/18,ANTONIO LIMONES,Factura,Pedido,20426
18001197,163.52,22/02/18,ANTONIO LIMONES,Factura,Pedido,19068
18001196,87.86,22/02/18,ANTONIO LIMONES,Factura,Pedido,20573
18001195,8.49,22/02/18,ANTONIO LIMONES,Factura,Pedido,18307
18001194,136.30,22/02/18,ANTONIO LIMONES,Factura,Pedido,17495
18001193,392.35,22/02/18,ANTONIO LIMONES,Factura,Pedido,18818
18001192,177.02,22/02/18,ANTONIO LIMONES,Factura,Pedido,17916
18001191,172.00,22/02/18,ANTONIO LIMONES,Factura,Pedido,20370
18001190,758.86,22/02/18,ANTONIO LIMONES,Factura,Pedido,17693
18009040,217.89,05/12/18,ANTONIO LIMONES,Factura,Pedido,17969
18009041,246.62,05/12/18,ANTONIO LIMONES,Factura,Pedido,17059
18009042,26.30,05/12/18,ANTONIO LIMONES,Factura,Pedido,20389
18009043,65.56,05/12/18,ANTONIO LIMONES,Factura,Pedido,17251
18009044,434.81,05/12/18,ANTONIO LIMONES,Factura,Pedido,20509
18009045,124.75,05/12/18,ANTONIO LIMONES,Factura,Pedido,19390
18009046,52.05,05/12/18,ANTONIO LIMONES,Factura,Pedido,17693
18009047,24.50,05/12/18,ANTONIO LIMONES,Factura,Pedido,17693
18009048,112.56,05/12/18,ANTONIO LIMONES,Factura,Pedido,20370
18009049,1763.96,05/12/18,ANTONIO LIMONES,Factura,Pedido,20506
18009050,330.84,05/12/18,ANTONIO LIMONES,Factura,Pedido,18307
18009051,81.87,05/12/18,ANTONIO LIMONES,Factura,Pedido,20501
18009052,105.96,05/12/18,ANTONIO LIMONES,Factura,Pedido,18208
18009053,260.18,05/12/18,ANTONIO LIMONES,Factura,Pedido,20577
18009054,82.22,05/12/18,ANTONIO LIMONES,Factura,Pedido,20700
18009055,14.22,05/12/18,ANTONIO LIMONES,Factura,Pedido,20742
18009056,683.13,05/12/18,ANTONIO LIMONES,Factura,Pedido,20486
18009057,555.51,05/12/18,ANTONIO LIMONES,Factura,Pedido,20739
18009058,98.55,05/12/18,ANTONIO LIMONES,Factura,Pedido,20623
18009059,535.43,05/12/18,ANTONIO LIMONES,Factura,Pedido,17532
18009060,82.65,05/12/18,ANTONIO LIMONES,Factura,Pedido,20564
18009018,4612.69,05/12/18,ANTONIO LIMONES,Factura,Pedido,20445
18009019,453.19,05/12/18,ANTONIO LIMONES,Factura,Pedido,20544
18009020,79.43,05/12/18,ANTONIO LIMONES,Factura,Pedido,17981
18009021,2461.85,05/12/18,ANTONIO LIMONES,Factura,Pedido,18663
18009022,928.23,05/12/18,ANTONIO LIMONES,Factura,Pedido,19275
18009023,637.83,05/12/18,ANTONIO LIMONES,Factura,Pedido,20741
18009024,243.73,05/12/18,ANTONIO LIMONES,Factura,Pedido,20737
18009025,114.18,05/12/18,ANTONIO LIMONES,Factura,Pedido,20585
18009026,10.22,05/12/18,ANTONIO LIMONES,Factura,Pedido,20514
18009027,146.67,05/12/18,ANTONIO LIMONES,Factura,Pedido,20466
18009028,200.14,05/12/18,ANTONIO LIMONES,Factura,Pedido,20562
18009029,435.67,05/12/18,ANTONIO LIMONES,Factura,Pedido,18294
18009030,50.56,05/12/18,ANTONIO LIMONES,Factura,Pedido,20457
18009031,21.40,05/12/18,ANTONIO LIMONES,Factura,Pedido,20494
18009032,144.62,05/12/18,ANTONIO LIMONES,Factura,Pedido,17805
18009033,212.05,05/12/18,ANTONIO LIMONES,Factura,Pedido,20482
18009034,238.82,05/12/18,ANTONIO LIMONES,Factura,Pedido,18823
18009035,284.67,05/12/18,ANTONIO LIMONES,Factura,Pedido,20459
18009036,382.46,05/12/18,ANTONIO LIMONES,Factura,Pedido,20650
18009037,173.36,05/12/18,ANTONIO LIMONES,Factura,Pedido,19842
18009038,123.76,05/12/18,ANTONIO LIMONES,Factura,Pedido,20555
18009039,208.08,05/12/18,ANTONIO LIMONES,Factura,Pedido,20484
18000803,778.74,08/02/18,ANTONIO LIMONES,Factura,Pedido,20489
18000802,1384.70,08/02/18,ANTONIO LIMONES,Factura,Pedido,20489
18000801,950.36,08/02/18,ANTONIO LIMONES,Factura,Pedido,20342
18000800,54.30,08/02/18,ANTONIO LIMONES,Factura,Pedido,20134
18000799,1803.10,08/02/18,ANTONIO LIMONES,Factura,Pedido,20520
18000798,100.47,08/02/18,ANTONIO LIMONES,Factura,Pedido,20376
18000797,175.21,08/02/18,ANTONIO LIMONES,Factura,Pedido,20564
18000796,24.08,08/02/18,ANTONIO LIMONES,Factura,Pedido,17532
18000795,33.30,08/02/18,ANTONIO LIMONES,Factura,Pedido,20361
18000794,135.43,08/02/18,ANTONIO LIMONES,Factura,Pedido,20486
18000793,115.50,08/02/18,ANTONIO LIMONES,Factura,Pedido,19698
18000792,162.76,08/02/18,ANTONIO LIMONES,Factura,Pedido,17824
18000791,491.14,08/02/18,ANTONIO LIMONES,Factura,Pedido,20426
18000790,94.74,08/02/18,ANTONIO LIMONES,Factura,Pedido,19068
18000789,80.17,08/02/18,ANTONIO LIMONES,Factura,Pedido,20369
18000788,394.31,08/02/18,ANTONIO LIMONES,Factura,Pedido,17916
18000787,173.54,08/02/18,ANTONIO LIMONES,Factura,Pedido,17693
18000786,185.11,08/02/18,ANTONIO LIMONES,Factura,Pedido,20460
18000785,154.47,08/02/18,ANTONIO LIMONES,Factura,Pedido,19400
18000784,20.25,08/02/18,ANTONIO LIMONES,Factura,Pedido,20569
18000783,359.89,08/02/18,ANTONIO LIMONES,Factura,Pedido,19148
18006148,509.81,30/08/18,ANTONIO LIMONES,Factura,Pedido,20446
18006147,557.62,30/08/18,ANTONIO LIMONES,Factura,Pedido,20464
18005629,150.00,09/08/18,ANTONIO LIMONES,Factura,Pedido,20566
18005630,84.03,09/08/18,ANTONIO LIMONES,Factura,Pedido,17981
18005631,1297.06,09/08/18,ANTONIO LIMONES,Factura,Pedido,18663
18005632,105.11,09/08/18,ANTONIO LIMONES,Factura,Pedido,19667
18005633,269.80,09/08/18,ANTONIO LIMONES,Factura,Pedido,19275
18005634,49.99,09/08/18,ANTONIO LIMONES,Factura,Pedido,20477
18005635,402.10,09/08/18,ANTONIO LIMONES,Factura,Pedido,20585
18005636,92.82,09/08/18,ANTONIO LIMONES,Factura,Pedido,20492
18005637,1020.38,09/08/18,ANTONIO LIMONES,Factura,Pedido,20472
18005638,8.60,09/08/18,ANTONIO LIMONES,Factura,Pedido,20562
18005639,211.77,09/08/18,ANTONIO LIMONES,Factura,Pedido,18294
18005640,88.82,09/08/18,ANTONIO LIMONES,Factura,Pedido,17182
18005641,80.21,09/08/18,ANTONIO LIMONES,Factura,Pedido,17805
18005642,2023.95,09/08/18,ANTONIO LIMONES,Factura,Pedido,18954
18005643,1429.11,09/08/18,ANTONIO LIMONES,Factura,Pedido,19842
18005644,773.13,09/08/18,ANTONIO LIMONES,Factura,Pedido,20555
18005645,15.78,09/08/18,ANTONIO LIMONES,Factura,Pedido,19519
18005646,18.30,09/08/18,ANTONIO LIMONES,Factura,Pedido,17969
18000805,178.34,08/02/18,ANTONIO LIMONES,Factura,Pedido,20569
18000761,43.92,08/02/18,ANTONIO LIMONES,Factura,Pedido,18454
18000760,137.59,08/02/18,ANTONIO LIMONES,Factura,Pedido,18023
18000759,99.05,08/02/18,ANTONIO LIMONES,Factura,Pedido,20445
18000758,132.24,08/02/18,ANTONIO LIMONES,Factura,Pedido,20566
18000757,249.54,08/02/18,ANTONIO LIMONES,Factura,Pedido,20446
18000756,44.72,08/02/18,ANTONIO LIMONES,Factura,Pedido,20464
18000755,57.12,08/02/18,ANTONIO LIMONES,Factura,Pedido,20364
18005647,58.78,09/08/18,ANTONIO LIMONES,Factura,Pedido,20523
18005648,717.15,09/08/18,ANTONIO LIMONES,Factura,Pedido,20509
18005649,2271.41,09/08/18,ANTONIO LIMONES,Factura,Pedido,19148
18005650,114.24,09/08/18,ANTONIO LIMONES,Factura,Pedido,20460
18005651,29.05,09/08/18,ANTONIO LIMONES,Factura,Pedido,19390
18005652,540.77,09/08/18,ANTONIO LIMONES,Factura,Pedido,17916
18005653,63.70,09/08/18,ANTONIO LIMONES,Factura,Pedido,18818
18005654,921.73,09/08/18,ANTONIO LIMONES,Factura,Pedido,20506
18005655,785.77,09/08/18,ANTONIO LIMONES,Factura,Pedido,20501
18005656,191.78,09/08/18,ANTONIO LIMONES,Factura,Pedido,20628
18005657,247.32,09/08/18,ANTONIO LIMONES,Factura,Pedido,20700
18005658,50.34,09/08/18,ANTONIO LIMONES,Factura,Pedido,19698
18005659,263.10,09/08/18,ANTONIO LIMONES,Factura,Pedido,20623
18005660,8.90,09/08/18,ANTONIO LIMONES,Factura,Pedido,20376
18000782,60.39,08/02/18,ANTONIO LIMONES,Factura,Pedido,17251
18000781,218.20,08/02/18,ANTONIO LIMONES,Factura,Pedido,20393
18000780,361.53,08/02/18,ANTONIO LIMONES,Factura,Pedido,18990
18000779,34.74,08/02/18,ANTONIO LIMONES,Factura,Pedido,17969
18000778,121.77,08/02/18,ANTONIO LIMONES,Factura,Pedido,20484
18000777,1675.09,08/02/18,ANTONIO LIMONES,Factura,Pedido,20555
18000776,7.53,08/02/18,ANTONIO LIMONES,Factura,Pedido,19842
18000775,588.23,08/02/18,ANTONIO LIMONES,Factura,Pedido,18954
18000774,40.87,08/02/18,ANTONIO LIMONES,Factura,Pedido,19933
18000773,54.47,08/02/18,ANTONIO LIMONES,Factura,Pedido,20482
18000772,122.84,08/02/18,ANTONIO LIMONES,Factura,Pedido,17182
18000771,10.56,08/02/18,ANTONIO LIMONES,Factura,Pedido,17114
18000770,26.65,08/02/18,ANTONIO LIMONES,Factura,Pedido,20466
18000769,499.36,08/02/18,ANTONIO LIMONES,Factura,Pedido,18128
18000768,21.81,08/02/18,ANTONIO LIMONES,Factura,Pedido,20514
18000767,142.87,08/02/18,ANTONIO LIMONES,Factura,Pedido,20492
18000766,24.58,08/02/18,ANTONIO LIMONES,Factura,Pedido,20461
18000765,66.68,08/02/18,ANTONIO LIMONES,Factura,Pedido,20477
18000764,5095.52,08/02/18,ANTONIO LIMONES,Factura,Pedido,19667
18000763,59.64,08/02/18,ANTONIO LIMONES,Factura,Pedido,17780
18000762,1606.78,08/02/18,ANTONIO LIMONES,Factura,Pedido,17981
18000957,41.62,15/02/18,ANTONIO LIMONES,Factura,Pedido,17765
18000956,93.74,15/02/18,ANTONIO LIMONES,Factura,Pedido,18023
18000955,68.16,15/02/18,ANTONIO LIMONES,Factura,Pedido,20566
18000954,1088.55,15/02/18,ANTONIO LIMONES,Factura,Pedido,20446
18000953,9.83,15/02/18,ANTONIO LIMONES,Factura,Pedido,20464
18000952,915.46,15/02/18,ANTONIO LIMONES,Factura,Pedido,20364
18006162,94.03,30/08/18,ANTONIO LIMONES,Factura,Pedido,20541
18006161,441.29,30/08/18,ANTONIO LIMONES,Factura,Pedido,20555
18006160,324.00,30/08/18,ANTONIO LIMONES,Factura,Pedido,18954
18006159,289.09,30/08/18,ANTONIO LIMONES,Factura,Pedido,20650
18006158,133.54,30/08/18,ANTONIO LIMONES,Factura,Pedido,19933
18006157,22.52,30/08/18,ANTONIO LIMONES,Factura,Pedido,20494
18006156,254.81,30/08/18,ANTONIO LIMONES,Factura,Pedido,18294
18006155,384.72,30/08/18,ANTONIO LIMONES,Factura,Pedido,20514
18009199,307.30,07/12/18,ANTONIO LIMONES,Factura,Pedido,20610
18006154,52.96,30/08/18,ANTONIO LIMONES,Factura,Pedido,20585
18009201,52.18,11/12/18,ANTONIO LIMONES,Factura,Pedido,19148
18009202,135.66,12/12/18,ANTONIO LIMONES,Factura,Pedido,20610
18006153,80.17,30/08/18,ANTONIO LIMONES,Factura,Pedido,20477
18006152,284.95,30/08/18,ANTONIO LIMONES,Factura,Pedido,19275
18006151,123.92,30/08/18,ANTONIO LIMONES,Factura,Pedido,18663
18000978,54.78,15/02/18,ANTONIO LIMONES,Factura,Pedido,19842
18000977,731.72,15/02/18,ANTONIO LIMONES,Factura,Pedido,18954
18000976,451.57,15/02/18,ANTONIO LIMONES,Factura,Pedido,20374
18000975,259.75,15/02/18,ANTONIO LIMONES,Factura,Pedido,17698
18000974,58.08,15/02/18,ANTONIO LIMONES,Factura,Pedido,20482
18000973,751.09,15/02/18,ANTONIO LIMONES,Factura,Pedido,20271
18000972,196.10,15/02/18,ANTONIO LIMONES,Factura,Pedido,18294
18000971,2046.66,15/02/18,ANTONIO LIMONES,Factura,Pedido,20466
18000970,455.35,15/02/18,ANTONIO LIMONES,Factura,Pedido,18128
18000969,255.70,15/02/18,ANTONIO LIMONES,Factura,Pedido,20368
18000968,64.86,15/02/18,ANTONIO LIMONES,Factura,Pedido,20514
18000967,42.17,15/02/18,ANTONIO LIMONES,Factura,Pedido,20472
18000966,184.73,15/02/18,ANTONIO LIMONES,Factura,Pedido,20492
18000965,25.70,15/02/18,ANTONIO LIMONES,Factura,Pedido,20461
18000964,58.28,15/02/18,ANTONIO LIMONES,Factura,Pedido,20477
18000963,12.24,15/02/18,ANTONIO LIMONES,Factura,Pedido,20392
18000962,28.57,15/02/18,ANTONIO LIMONES,Factura,Pedido,19275
18000961,1684.21,15/02/18,ANTONIO LIMONES,Factura,Pedido,19667
18000960,113.99,15/02/18,ANTONIO LIMONES,Factura,Pedido,17981
18000959,24.00,15/02/18,ANTONIO LIMONES,Factura,Pedido,18454
18000958,6.82,15/02/18,ANTONIO LIMONES,Factura,Pedido,19395
18009230,37.65,13/12/18,ANTONIO LIMONES,Factura,Pedido,19390
18009231,47.93,13/12/18,ANTONIO LIMONES,Factura,Pedido,17916
18009232,49.00,13/12/18,ANTONIO LIMONES,Factura,Pedido,20453
18009233,150.43,13/12/18,ANTONIO LIMONES,Factura,Pedido,20501
18009234,59.85,13/12/18,ANTONIO LIMONES,Factura,Pedido,18208
18009235,78.50,13/12/18,ANTONIO LIMONES,Factura,Pedido,20700
18009236,24.92,13/12/18,ANTONIO LIMONES,Factura,Pedido,17824
18009237,82.84,13/12/18,ANTONIO LIMONES,Factura,Pedido,19698
18009238,67.25,13/12/18,ANTONIO LIMONES,Factura,Pedido,20214
18009239,686.00,13/12/18,ANTONIO LIMONES,Factura,Pedido,20739
18009240,471.63,13/12/18,ANTONIO LIMONES,Factura,Pedido,17532
18009241,39.19,13/12/18,ANTONIO LIMONES,Factura,Pedido,20564
18009242,115.12,13/12/18,ANTONIO LIMONES,Factura,Pedido,20376
18009243,98.00,13/12/18,ANTONIO LIMONES,Factura,Pedido,20132
18009244,25.68,13/12/18,ANTONIO LIMONES,Factura,Pedido,20610
18009245,7126.67,13/12/18,ANTONIO LIMONES,Factura,Pedido,20502
18009246,453.22,13/12/18,ANTONIO LIMONES,Factura,Pedido,20134
18009247,1039.38,13/12/18,ANTONIO LIMONES,Factura,Pedido,20342
18009248,618.77,13/12/18,ANTONIO LIMONES,Factura,Pedido,20489
18006150,62.36,30/08/18,ANTONIO LIMONES,Factura,Pedido,17981
18006149,1058.15,30/08/18,ANTONIO LIMONES,Factura,Pedido,20618
18009208,1396.32,13/12/18,ANTONIO LIMONES,Factura,Pedido,20464
18009209,332.78,13/12/18,ANTONIO LIMONES,Factura,Pedido,20446
18009210,541.92,13/12/18,ANTONIO LIMONES,Factura,Pedido,20566
18009211,3816.63,13/12/18,ANTONIO LIMONES,Factura,Pedido,20445
18009212,19.01,13/12/18,ANTONIO LIMONES,Factura,Pedido,20618
18009213,142.36,13/12/18,ANTONIO LIMONES,Factura,Pedido,20544
18009214,766.06,13/12/18,ANTONIO LIMONES,Factura,Pedido,19275
18009215,782.99,13/12/18,ANTONIO LIMONES,Factura,Pedido,20741
18009216,245.00,13/12/18,ANTONIO LIMONES,Factura,Pedido,20585
18009217,609.40,13/12/18,ANTONIO LIMONES,Factura,Pedido,20172
18009218,365.57,13/12/18,ANTONIO LIMONES,Factura,Pedido,18294
18009219,277.63,13/12/18,ANTONIO LIMONES,Factura,Pedido,20494
18009220,377.71,13/12/18,ANTONIO LIMONES,Factura,Pedido,20482
18009221,12.25,13/12/18,ANTONIO LIMONES,Factura,Pedido,20459
18009222,1051.10,13/12/18,ANTONIO LIMONES,Factura,Pedido,18954
18009223,176.53,13/12/18,ANTONIO LIMONES,Factura,Pedido,19842
18009224,530.05,13/12/18,ANTONIO LIMONES,Factura,Pedido,20484
18009225,147.86,13/12/18,ANTONIO LIMONES,Factura,Pedido,17969
18009226,33.01,13/12/18,ANTONIO LIMONES,Factura,Pedido,18990
18009227,1130.20,13/12/18,ANTONIO LIMONES,Factura,Pedido,17059
18009228,625.46,13/12/18,ANTONIO LIMONES,Factura,Pedido,17251
18009229,536.32,13/12/18,ANTONIO LIMONES,Factura,Pedido,20509
18004870,66.65,12/07/18,ANTONIO LIMONES,Factura,Pedido,19933
18004871,106.32,12/07/18,ANTONIO LIMONES,Factura,Pedido,20650
18004872,2581.48,12/07/18,ANTONIO LIMONES,Factura,Pedido,18954
18004873,161.77,12/07/18,ANTONIO LIMONES,Factura,Pedido,19842
18004874,20.15,12/07/18,ANTONIO LIMONES,Factura,Pedido,20555
18004875,18.92,12/07/18,ANTONIO LIMONES,Factura,Pedido,19519
18004876,355.74,12/07/18,ANTONIO LIMONES,Factura,Pedido,20484
18004877,93.20,12/07/18,ANTONIO LIMONES,Factura,Pedido,17251
18004878,723.91,12/07/18,ANTONIO LIMONES,Factura,Pedido,20509
18004879,796.81,12/07/18,ANTONIO LIMONES,Factura,Pedido,19148
18004880,8.27,12/07/18,ANTONIO LIMONES,Factura,Pedido,20396
18004881,868.66,12/07/18,ANTONIO LIMONES,Factura,Pedido,20685
18004882,210.40,12/07/18,ANTONIO LIMONES,Factura,Pedido,17693
18003700,1098.40,31/05/18,ANTONIO LIMONES,Factura,Pedido,20489
18003699,906.74,31/05/18,ANTONIO LIMONES,Factura,Pedido,20342
18003698,89.67,31/05/18,ANTONIO LIMONES,Factura,Pedido,20134
18003697,167.94,31/05/18,ANTONIO LIMONES,Factura,Pedido,20088
18003696,59.82,31/05/18,ANTONIO LIMONES,Factura,Pedido,20520
18003695,57.11,31/05/18,ANTONIO LIMONES,Factura,Pedido,18725
18003694,8.97,31/05/18,ANTONIO LIMONES,Factura,Pedido,20610
18003693,123.13,31/05/18,ANTONIO LIMONES,Factura,Pedido,20132
18003861,14.72,07/06/18,ANTONIO LIMONES,Factura,Pedido,20461
18003860,1591.31,07/06/18,ANTONIO LIMONES,Factura,Pedido,19275
18003859,66.00,07/06/18,ANTONIO LIMONES,Factura,Pedido,17981
18003858,297.73,07/06/18,ANTONIO LIMONES,Factura,Pedido,20544
18003857,17.10,07/06/18,ANTONIO LIMONES,Factura,Pedido,20618
18003856,371.22,07/06/18,ANTONIO LIMONES,Factura,Pedido,20566
18003855,477.04,07/06/18,ANTONIO LIMONES,Factura,Pedido,20446
18003854,187.00,07/06/18,ANTONIO LIMONES,Factura,Pedido,20364
18004856,146.40,12/07/18,ANTONIO LIMONES,Factura,Pedido,20544
18004857,115.19,12/07/18,ANTONIO LIMONES,Factura,Pedido,17981
18004858,141.05,12/07/18,ANTONIO LIMONES,Factura,Pedido,19667
18004859,992.39,12/07/18,ANTONIO LIMONES,Factura,Pedido,19275
18004860,47.32,12/07/18,ANTONIO LIMONES,Factura,Pedido,20477
18004861,98.00,12/07/18,ANTONIO LIMONES,Factura,Pedido,20585
18004862,287.95,12/07/18,ANTONIO LIMONES,Factura,Pedido,20492
18004863,21.01,12/07/18,ANTONIO LIMONES,Factura,Pedido,20514
18004864,42.65,12/07/18,ANTONIO LIMONES,Factura,Pedido,20172
18004865,25.55,12/07/18,ANTONIO LIMONES,Factura,Pedido,18128
18004866,98.68,12/07/18,ANTONIO LIMONES,Factura,Pedido,18294
18004867,79.66,12/07/18,ANTONIO LIMONES,Factura,Pedido,17182
